trick_number,trick_name,stance,part,caption_seconds,family,subfamily,modifiers,sibling_key,youtube_url
642,fakie frontside anti bigspin heel,Fakie,7,156.5,Heelflips,Big Heel,Anti|Frontside,frontside anti bigspin heel,https://www.youtube.com/watch?v=xyqJWofmzu4
643,fakie impossible late flip body varial,Fakie,7,161.5,Impossible,None,Late|Body Varial,impossible late flip body varial,https://www.youtube.com/watch?v=xyqJWofmzu4
644,hardflip late heel,Regular,7,164.5,Kickflips,Hardflip,Late,hardflip late heel,https://www.youtube.com/watch?v=xyqJWofmzu4
645,forward flip body varial,Regular,7,172.2,Forward / Dolphin,Forward,Body Varial,forward flip body varial,https://www.youtube.com/watch?v=xyqJWofmzu4
646,forward double flip body varial,Regular,7,178.9,Forward / Dolphin,Forward,Body Varial|Double,forward double flip body varial,https://www.youtube.com/watch?v=xyqJWofmzu4
647,forward half flip cancel flip,Regular,7,189.1,Forward / Dolphin,Forward,Late|Cancel|Half,forward half flip cancel flip,https://www.youtube.com/watch?v=xyqJWofmzu4
648,forward flip crossfoot,Regular,7,199.1,Forward / Dolphin,Forward,Crossfoot,forward flip crossfoot,https://www.youtube.com/watch?v=xyqJWofmzu4
649,forward double flip crossfoot,Regular,7,205.7,Forward / Dolphin,Forward,Crossfoot|Double,forward double flip crossfoot,https://www.youtube.com/watch?v=xyqJWofmzu4
650,fakie pressure hardflip body varial,Fakie,7,208.3,Kickflips,Hardflip,Pressure|Body Varial,pressure hardflip body varial,https://www.youtube.com/watch?v=xyqJWofmzu4
651,fakie 360 casper flip,Fakie,7,210.8,Casper / Hospital,Casper,360,360 casper flip,https://www.youtube.com/watch?v=xyqJWofmzu4
652,late frontside bigspin,Regular,7,216.2,Shuv-its,Bigspin,Late|Frontside,late frontside bigspin,https://www.youtube.com/watch?v=xyqJWofmzu4
653,kickflip late frontside shuv,Regular,7,223.7,Kickflips,Kickflip,Late|Frontside,kickflip late frontside shuv,https://www.youtube.com/watch?v=xyqJWofmzu4
654,nollie frontside anti bigspin heel,Nollie,7,232,Heelflips,Big Heel,Anti|Frontside,frontside anti bigspin heel,https://www.youtube.com/watch?v=xyqJWofmzu4
655,nollie 540 front foot impossible,Nollie,7,239.4,Impossible,None,Front Foot|540,540 front foot impossible,https://www.youtube.com/watch?v=xyqJWofmzu4
656,nollie pressure frontside bigspin flip,Nollie,7,242.2,Kickflips,Bigflip,Pressure|Frontside,pressure frontside bigspin flip,https://www.youtube.com/watch?v=xyqJWofmzu4
657,nollie pressure flip body varial,Nollie,7,244.8,Kickflips,Kickflip,Pressure|Body Varial,pressure flip body varial,https://www.youtube.com/watch?v=xyqJWofmzu4
658,nollie pressure half flip cancel flip,Nollie,7,249.7,Kickflips,Kickflip,Pressure|Late|Cancel|Half,pressure half flip cancel flip,https://www.youtube.com/watch?v=xyqJWofmzu4
659,late flip frontside body varial,Regular,7,256.6,Kickflips,Kickflip,Late|Body Varial|Frontside,late flip frontside body varial,https://www.youtube.com/watch?v=xyqJWofmzu4
660,nollie backside bigspin late heel,Nollie,7,262.8,Shuv-its,Bigspin,Late|Backside,backside bigspin late heel,https://www.youtube.com/watch?v=xyqJWofmzu4
661,fakie 360 pressure flip body varial,Fakie,7,270.3,Kickflips,Kickflip,Pressure|Body Varial|360,360 pressure flip body varial,https://www.youtube.com/watch?v=xyqJWofmzu4
662,fakie pressure flip late flip,Fakie,7,273.2,Kickflips,Kickflip,Pressure|Late,pressure flip late flip,https://www.youtube.com/watch?v=xyqJWofmzu4
663,varial heelflip crossfoot,Regular,7,278.5,Heelflips,Varial Heel,Crossfoot,varial heelflip crossfoot,https://www.youtube.com/watch?v=xyqJWofmzu4
664,fakie pressure hardflip rewind,Fakie,7,280.8,Kickflips,Hardflip,Pressure|Rewind,pressure hardflip rewind,https://www.youtube.com/watch?v=xyqJWofmzu4
665,fakie pressure frontside bigflip,Fakie,7,286.2,Kickflips,Bigflip,Pressure|Frontside,pressure frontside bigflip,https://www.youtube.com/watch?v=xyqJWofmzu4
666,nollie cancel flip,Nollie,7,294.1,Kickflips,Kickflip,Late|Cancel,cancel flip,https://www.youtube.com/watch?v=xyqJWofmzu4
667,fakie pressure biggerspin flip,Fakie,7,300.8,Kickflips,Bigflip,Pressure,pressure biggerspin flip,https://www.youtube.com/watch?v=xyqJWofmzu4
668,fakie 540 pressure flip,Fakie,7,303.6,Kickflips,Kickflip,Pressure|540,540 pressure flip,https://www.youtube.com/watch?v=xyqJWofmzu4
669,frontside shuv late shuv,Regular,7,306.2,Shuv-its,Shuv-it,Late|Frontside,frontside shuv late shuv,https://www.youtube.com/watch?v=xyqJWofmzu4
670,fakie cancel heel frontside body varial,Fakie,7,310.5,Heelflips,Heelflip,Late|Cancel|Body Varial|Frontside,cancel heel frontside body varial,https://www.youtube.com/watch?v=xyqJWofmzu4
671,nollie front foot impossible late flip backside 180,Nollie,7,316,Impossible,None,Late|Front Foot|Backside|180,front foot impossible late flip backside 180,https://www.youtube.com/watch?v=xyqJWofmzu4
672,frontside biggerspin,Regular,7,323.7,Shuv-its,Biggerspin,Frontside,frontside biggerspin,https://www.youtube.com/watch?v=xyqJWofmzu4
673,backside 360 double kickflip,Regular,7,328.4,Kickflips,Kickflip,Double|Backside|360,backside 360 double kickflip,https://www.youtube.com/watch?v=xyqJWofmzu4
674,360 double flip rewind,Regular,7,336.9,Kickflips,360 Flip / Tre,Rewind|Double|360,360 double flip rewind,https://www.youtube.com/watch?v=xyqJWofmzu4
675,double cancel heel,Regular,7,341.5,Heelflips,Heelflip,Late|Cancel|Double,double cancel heel,https://www.youtube.com/watch?v=xyqJWofmzu4
676,nollie pressure backside bigflip,Nollie,7,346.8,Kickflips,Bigflip,Pressure|Backside,pressure backside bigflip,https://www.youtube.com/watch?v=xyqJWofmzu4
677,nollie varial heel body varial,Nollie,7,353.4,Heelflips,Varial Heel,Body Varial,varial heel body varial,https://www.youtube.com/watch?v=xyqJWofmzu4
678,switch varial heel body varial,Switch,7,355.8,Heelflips,Varial Heel,Body Varial,varial heel body varial,https://www.youtube.com/watch?v=xyqJWofmzu4
679,fakie 360 flip late flip,Fakie,7,358,Kickflips,360 Flip / Tre,Late|360,360 flip late flip,https://www.youtube.com/watch?v=xyqJWofmzu4
680,switch varial heelflip rewind,Switch,7,360.6,Heelflips,Varial Heel,Rewind,varial heelflip rewind,https://www.youtube.com/watch?v=xyqJWofmzu4
681,nollie double kickflip frontside body varial,Nollie,7,365.6,Kickflips,Kickflip,Body Varial|Double|Frontside,double kickflip frontside body varial,https://www.youtube.com/watch?v=xyqJWofmzu4
682,nollie frontside anti bigspin flip,Nollie,7,368.8,Kickflips,Bigflip,Anti|Frontside,frontside anti bigspin flip,https://www.youtube.com/watch?v=xyqJWofmzu4
683,frontside shuv late varial heel,Regular,7,374.4,Shuv-its,Shuv-it,Late|Frontside,frontside shuv late varial heel,https://www.youtube.com/watch?v=xyqJWofmzu4
684,fakie frontside shuv late varial heel,Fakie,7,378.7,Shuv-its,Shuv-it,Late|Frontside,frontside shuv late varial heel,https://www.youtube.com/watch?v=xyqJWofmzu4
685,fakie frontside bigspin late heel,Fakie,7,388.2,Shuv-its,Bigspin,Late|Frontside,frontside bigspin late heel,https://www.youtube.com/watch?v=xyqJWofmzu4
686,nollie 360 flip body varial,Nollie,7,394.1,Kickflips,360 Flip / Tre,Body Varial|360,360 flip body varial,https://www.youtube.com/watch?v=xyqJWofmzu4
687,switch late flip backside body varial,Switch,7,396.4,Kickflips,Kickflip,Late|Body Varial|Backside,late flip backside body varial,https://www.youtube.com/watch?v=xyqJWofmzu4
688,fakie varial double heel body varial,Fakie,7,401.4,Heelflips,Varial Heel,Body Varial|Double,varial double heel body varial,https://www.youtube.com/watch?v=xyqJWofmzu4
689,switch double flip backside body varial,Switch,7,406.1,Kickflips,Kickflip,Body Varial|Double|Backside,double flip backside body varial,https://www.youtube.com/watch?v=xyqJWofmzu4
690,fakie late heel frontside body varial,Fakie,7,410.9,Heelflips,Heelflip,Late|Body Varial|Frontside,late heel frontside body varial,https://www.youtube.com/watch?v=xyqJWofmzu4
691,late backside inward heel,Regular,7,413.2,Heelflips,Inward Heel,Late|Backside,late backside inward heel,https://www.youtube.com/watch?v=xyqJWofmzu4
692,backside 540 shuv rewind,Regular,7,419.3,Shuv-its,Shuv-it,Rewind|Backside|540,backside 540 shuv rewind,https://www.youtube.com/watch?v=xyqJWofmzu4
693,fakie backside shuv underflip,Fakie,7,427.6,Shuv-its,Shuv-it,Backside|Underflip,backside shuv underflip,https://www.youtube.com/watch?v=xyqJWofmzu4
694,fakie backside shuv underflip body varial,Fakie,7,431.8,Shuv-its,Shuv-it,Body Varial|Backside|Underflip,backside shuv underflip body varial,https://www.youtube.com/watch?v=xyqJWofmzu4
695,switch pressure hardflip rewind,Switch,7,434.5,Kickflips,Hardflip,Pressure|Rewind,pressure hardflip rewind,https://www.youtube.com/watch?v=xyqJWofmzu4
696,nollie pressure hardflip rewind,Nollie,7,439.7,Kickflips,Hardflip,Pressure|Rewind,pressure hardflip rewind,https://www.youtube.com/watch?v=xyqJWofmzu4
697,backfoot front impossible,Regular,7,442,Impossible,None,Backfoot,backfoot front impossible,https://www.youtube.com/watch?v=xyqJWofmzu4
698,switch frontside 360 shuv body varial,Switch,7,449.2,Shuv-its,Shuv-it,Body Varial|Frontside|360,frontside 360 shuv body varial,https://www.youtube.com/watch?v=xyqJWofmzu4
699,pressure flip late shuv,Regular,7,461.5,Kickflips,Kickflip,Pressure|Late,pressure flip late shuv,https://www.youtube.com/watch?v=xyqJWofmzu4
700,switch front foot impossible frontside 360,Switch,7,466.7,Impossible,None,Front Foot|Frontside|360,front foot impossible frontside 360,https://www.youtube.com/watch?v=xyqJWofmzu4
701,hard triple flip,Regular,8,1.6,Kickflips,Hardflip,Triple,hard triple flip,https://www.youtube.com/watch?v=OpqOkM6cqno
702,switch impossible late flip,Switch,8,8.8,Impossible,None,Late,impossible late flip,https://www.youtube.com/watch?v=OpqOkM6cqno
703,fakie inward double heel,Fakie,8,11.2,Heelflips,Inward Heel,Double,inward double heel,https://www.youtube.com/watch?v=OpqOkM6cqno
704,late heel backside body varial,Regular,8,13.7,Heelflips,Heelflip,Late|Body Varial|Backside,late heel backside body varial,https://www.youtube.com/watch?v=OpqOkM6cqno
705,feather flip hardflip,Regular,8,16.4,Feather,None,,feather flip hardflip,https://www.youtube.com/watch?v=OpqOkM6cqno
706,nollie hospital flip bigspin,Nollie,8,19.2,Casper / Hospital,Hospital,,hospital flip bigspin,https://www.youtube.com/watch?v=OpqOkM6cqno
707,fakie backside shuv late varial flip,Fakie,8,23.4,Shuv-its,Shuv-it,Late|Backside,backside shuv late varial flip,https://www.youtube.com/watch?v=OpqOkM6cqno
708,nollie frontside shuv late varial flip,Nollie,8,25.7,Shuv-its,Shuv-it,Late|Frontside,frontside shuv late varial flip,https://www.youtube.com/watch?v=OpqOkM6cqno
709,nollie front foot impossible late flip,Nollie,8,27.8,Impossible,None,Late|Front Foot,front foot impossible late flip,https://www.youtube.com/watch?v=OpqOkM6cqno
710,fakie late flip frontside body varial,Fakie,8,30.6,Kickflips,Kickflip,Late|Body Varial|Frontside,late flip frontside body varial,https://www.youtube.com/watch?v=OpqOkM6cqno
711,360 quadruple flip,Regular,8,33.2,Kickflips,360 Flip / Tre,Quadruple|360,360 quadruple flip,https://www.youtube.com/watch?v=OpqOkM6cqno
712,nollie late frontside shuv,Nollie,8,40.8,Shuv-its,Shuv-it,Late|Frontside,late frontside shuv,https://www.youtube.com/watch?v=OpqOkM6cqno
713,nollie late inward heel,Nollie,8,49,Heelflips,Inward Heel,Late,late inward heel,https://www.youtube.com/watch?v=OpqOkM6cqno
714,switch late inward heel,Switch,8,54.1,Heelflips,Inward Heel,Late,late inward heel,https://www.youtube.com/watch?v=OpqOkM6cqno
715,fakie late frontside 360 shuv,Fakie,8,56.9,Shuv-its,Shuv-it,Late|Frontside|360,late frontside 360 shuv,https://www.youtube.com/watch?v=OpqOkM6cqno
716,fakie frontside shuv late shuv,Fakie,8,61.5,Shuv-its,Shuv-it,Late|Frontside,frontside shuv late shuv,https://www.youtube.com/watch?v=OpqOkM6cqno
717,360 pressure flip rewind,Regular,8,65.8,Kickflips,Kickflip,Pressure|Rewind|360,360 pressure flip rewind,https://www.youtube.com/watch?v=OpqOkM6cqno
718,360 pressure half flip anti casper flip,Regular,8,68.4,Kickflips,Kickflip,Pressure|Anti|Half|360,360 pressure half flip anti casper flip,https://www.youtube.com/watch?v=OpqOkM6cqno
719,late frontside 540 shuv,Regular,8,78,Shuv-its,Shuv-it,Late|Frontside|540,late frontside 540 shuv,https://www.youtube.com/watch?v=OpqOkM6cqno
720,fakie backside anti bigspin flip,Fakie,8,87.6,Kickflips,Bigflip,Anti|Backside,backside anti bigspin flip,https://www.youtube.com/watch?v=OpqOkM6cqno
721,impossible late flip rewind,Regular,8,94.3,Impossible,None,Late|Rewind,impossible late flip rewind,https://www.youtube.com/watch?v=OpqOkM6cqno
722,nollie front foot impossible body varial,Nollie,8,97.2,Impossible,None,Body Varial|Front Foot,front foot impossible body varial,https://www.youtube.com/watch?v=OpqOkM6cqno
723,nollie backside biggerspin,Nollie,8,102.3,Shuv-its,Biggerspin,Backside,backside biggerspin,https://www.youtube.com/watch?v=OpqOkM6cqno
724,fakie pressure double flip,Fakie,8,107.2,Kickflips,Kickflip,Pressure|Double,pressure double flip,https://www.youtube.com/watch?v=OpqOkM6cqno
725,nollie lazer flip body varial,Nollie,8,110,Heelflips,Lazer,Body Varial,lazer flip body varial,https://www.youtube.com/watch?v=OpqOkM6cqno
726,fakie late backside bigspin heel,Fakie,8,115.2,Heelflips,Big Heel,Late|Backside,late backside bigspin heel,https://www.youtube.com/watch?v=OpqOkM6cqno
727,nollie pressure flip rewind,Nollie,8,119.9,Kickflips,Kickflip,Pressure|Rewind,pressure flip rewind,https://www.youtube.com/watch?v=OpqOkM6cqno
728,nollie backside double flip,Nollie,8,122.9,Kickflips,Kickflip,Double|Backside,backside double flip,https://www.youtube.com/watch?v=OpqOkM6cqno
729,switch inward heel body varial,Switch,8,129.4,Heelflips,Inward Heel,Body Varial,inward heel body varial,https://www.youtube.com/watch?v=OpqOkM6cqno
730,nollie frontside bigspin heel,Nollie,8,132.1,Heelflips,Big Heel,Frontside,frontside bigspin heel,https://www.youtube.com/watch?v=OpqOkM6cqno
731,late backside 360 shuv,Regular,8,137,Shuv-its,Shuv-it,Late|Backside|360,late backside 360 shuv,https://www.youtube.com/watch?v=OpqOkM6cqno
732,late backside bigspin,Regular,8,142.8,Shuv-its,Bigspin,Late|Backside,late backside bigspin,https://www.youtube.com/watch?v=OpqOkM6cqno
733,fakie bigspin under double flip,Fakie,8,149.1,Shuv-its,Bigspin,Double|Underflip,bigspin under double flip,https://www.youtube.com/watch?v=OpqOkM6cqno
734,half impossible body varial,Regular,8,151.6,Impossible,None,Body Varial|Half,half impossible body varial,https://www.youtube.com/watch?v=OpqOkM6cqno
735,half impossible late flip body varial,Regular,8,155.8,Impossible,None,Late|Body Varial|Half,half impossible late flip body varial,https://www.youtube.com/watch?v=OpqOkM6cqno
736,switch hospital flip bigspin,Switch,8,159.5,Casper / Hospital,Hospital,,hospital flip bigspin,https://www.youtube.com/watch?v=OpqOkM6cqno
737,hardflip body varial,Regular,8,163.8,Kickflips,Hardflip,Body Varial,hardflip body varial,https://www.youtube.com/watch?v=OpqOkM6cqno
738,switch varial double flip body varial,Switch,8,166.4,Kickflips,Varial Flip,Body Varial|Double,varial double flip body varial,https://www.youtube.com/watch?v=OpqOkM6cqno
739,360 flip late double flip,Regular,8,168.4,Kickflips,360 Flip / Tre,Late|Double|360,360 flip late double flip,https://www.youtube.com/watch?v=OpqOkM6cqno
740,540 double flip,Regular,8,173.5,Kickflips,360 Flip / Tre,Double|540,540 double flip,https://www.youtube.com/watch?v=OpqOkM6cqno
741,double kickback,Regular,8,182.1,Kickback,None,Double,double kickback,https://www.youtube.com/watch?v=OpqOkM6cqno
742,frontside double kickback,Regular,8,186.3,Kickback,None,Double|Frontside,frontside double kickback,https://www.youtube.com/watch?v=OpqOkM6cqno
743,triple heelflip backside body varial,Regular,8,188.8,Heelflips,Heelflip,Body Varial|Triple|Backside,triple heelflip backside body varial,https://www.youtube.com/watch?v=OpqOkM6cqno
744,fakie kickflip casper flip,Fakie,8,191.3,Kickflips,Kickflip,,kickflip casper flip,https://www.youtube.com/watch?v=OpqOkM6cqno
745,pressure double flip rewind,Regular,8,196,Kickflips,Kickflip,Pressure|Rewind|Double,pressure double flip rewind,https://www.youtube.com/watch?v=OpqOkM6cqno
746,pressure double flip body varial,Regular,8,201.3,Kickflips,Kickflip,Pressure|Body Varial|Double,pressure double flip body varial,https://www.youtube.com/watch?v=OpqOkM6cqno
747,nollie backside flip late flip,Nollie,8,207,Kickflips,Kickflip,Late|Backside,backside flip late flip,https://www.youtube.com/watch?v=OpqOkM6cqno
748,pressure flip late heel,Regular,8,213.5,Kickflips,Kickflip,Pressure|Late,pressure flip late heel,https://www.youtube.com/watch?v=OpqOkM6cqno
749,front foot impossible frontside 180,Regular,8,217.8,Impossible,None,Front Foot|Frontside|180,front foot impossible frontside 180,https://www.youtube.com/watch?v=OpqOkM6cqno
750,hardflip late flip,Regular,8,222.5,Kickflips,Hardflip,Late,hardflip late flip,https://www.youtube.com/watch?v=OpqOkM6cqno
751,nollie kickflip late frontside shuv,Nollie,8,226.7,Kickflips,Kickflip,Late|Frontside,kickflip late frontside shuv,https://www.youtube.com/watch?v=OpqOkM6cqno
752,nollie frontside double heelflip,Nollie,8,231.5,Heelflips,Heelflip,Double|Frontside,frontside double heelflip,https://www.youtube.com/watch?v=OpqOkM6cqno
753,nollie triple heelflip,Nollie,8,237.1,Heelflips,Heelflip,Triple,triple heelflip,https://www.youtube.com/watch?v=OpqOkM6cqno
754,fakie 360 triple flip,Fakie,8,239.8,Kickflips,360 Flip / Tre,Triple|360,360 triple flip,https://www.youtube.com/watch?v=OpqOkM6cqno
755,switch late backside flip,Switch,8,242.4,Kickflips,Kickflip,Late|Backside,late backside flip,https://www.youtube.com/watch?v=OpqOkM6cqno
756,switch late backside shuv,Switch,8,246.2,Shuv-its,Shuv-it,Late|Backside,late backside shuv,https://www.youtube.com/watch?v=OpqOkM6cqno
757,fakie pressure hard double flip,Fakie,8,249.7,Kickflips,Hardflip,Pressure|Double,pressure hard double flip,https://www.youtube.com/watch?v=OpqOkM6cqno
758,nollie pressure flip late flip,Nollie,8,254.2,Kickflips,Kickflip,Pressure|Late,pressure flip late flip,https://www.youtube.com/watch?v=OpqOkM6cqno
759,frontside cancel heel,Regular,8,258.1,Heelflips,Heelflip,Late|Cancel|Frontside,frontside cancel heel,https://www.youtube.com/watch?v=OpqOkM6cqno
760,fakie pressure half flip cancel flip,Fakie,8,260.2,Kickflips,Kickflip,Pressure|Late|Cancel|Half,pressure half flip cancel flip,https://www.youtube.com/watch?v=OpqOkM6cqno
761,switch backside anti bigspin,Switch,8,262,Shuv-its,Bigspin,Anti|Backside,backside anti bigspin,https://www.youtube.com/watch?v=OpqOkM6cqno
762,nollie double kickflip backside body varial,Nollie,8,264.6,Kickflips,Kickflip,Body Varial|Double|Backside,double kickflip backside body varial,https://www.youtube.com/watch?v=OpqOkM6cqno
763,pressure double kickflip backside body varial,Regular,8,266.7,Kickflips,Kickflip,Pressure|Body Varial|Double|Backside,pressure double kickflip backside body varial,https://www.youtube.com/watch?v=OpqOkM6cqno
764,heelflip anti casper flip,Regular,8,268.7,Heelflips,Heelflip,Anti,heelflip anti casper flip,https://www.youtube.com/watch?v=OpqOkM6cqno
765,backside bigspin late flip,Regular,8,271,Shuv-its,Bigspin,Late|Backside,backside bigspin late flip,https://www.youtube.com/watch?v=OpqOkM6cqno
766,switch backside 360 shuv body varial,Switch,8,274.5,Shuv-its,Shuv-it,Body Varial|Backside|360,backside 360 shuv body varial,https://www.youtube.com/watch?v=OpqOkM6cqno
767,varial flip anti casper flip,Regular,8,276.8,Kickflips,Varial Flip,Anti,varial flip anti casper flip,https://www.youtube.com/watch?v=OpqOkM6cqno
768,varial triple flip body varial,Regular,8,282.4,Kickflips,Varial Flip,Body Varial|Triple,varial triple flip body varial,https://www.youtube.com/watch?v=OpqOkM6cqno
769,switch backside anti bigspin heel,Switch,8,285.9,Heelflips,Big Heel,Anti|Backside,backside anti bigspin heel,https://www.youtube.com/watch?v=OpqOkM6cqno
770,switch backside cancel heel,Switch,8,289.8,Heelflips,Heelflip,Late|Cancel|Backside,backside cancel heel,https://www.youtube.com/watch?v=OpqOkM6cqno
771,fakie pressure 360 hardflip,Fakie,8,294,Kickflips,Hardflip,Pressure|360,pressure 360 hardflip,https://www.youtube.com/watch?v=OpqOkM6cqno
772,fakie pressure frontside biggerspin flip,Fakie,8,297.8,Kickflips,Bigflip,Pressure|Frontside,pressure frontside biggerspin flip,https://www.youtube.com/watch?v=OpqOkM6cqno
773,nollie frontside 360 heel,Nollie,8,300.4,Heelflips,Heelflip,Frontside|360,frontside 360 heel,https://www.youtube.com/watch?v=OpqOkM6cqno
774,pressure hard half flip cancel flip,Regular,8,305,Kickflips,Hardflip,Pressure|Late|Cancel|Half,pressure hard half flip cancel flip,https://www.youtube.com/watch?v=OpqOkM6cqno
775,fakie pressure hard half flip cancel flip,Fakie,8,307.1,Kickflips,Hardflip,Pressure|Late|Cancel|Half,pressure hard half flip cancel flip,https://www.youtube.com/watch?v=OpqOkM6cqno
776,half impossible rewind,Regular,8,311,Impossible,None,Rewind|Half,half impossible rewind,https://www.youtube.com/watch?v=OpqOkM6cqno
777,fakie pressure flip late shuv,Fakie,8,312.6,Kickflips,Kickflip,Pressure|Late,pressure flip late shuv,https://www.youtube.com/watch?v=OpqOkM6cqno
778,switch pressure backside bigspin flip,Switch,8,314.9,Kickflips,Bigflip,Pressure|Backside,pressure backside bigspin flip,https://www.youtube.com/watch?v=OpqOkM6cqno
779,fakie late backside bigspin,Fakie,8,317,Shuv-its,Bigspin,Late|Backside,late backside bigspin,https://www.youtube.com/watch?v=OpqOkM6cqno
780,fakie hospital heel,Fakie,8,322.6,Casper / Hospital,Hospital,,hospital heel,https://www.youtube.com/watch?v=OpqOkM6cqno
781,fakie half impossible,Fakie,8,324.5,Impossible,None,Half,half impossible,https://www.youtube.com/watch?v=OpqOkM6cqno
782,fakie 360 double flip body varial,Fakie,8,326.7,Kickflips,360 Flip / Tre,Body Varial|Double|360,360 double flip body varial,https://www.youtube.com/watch?v=OpqOkM6cqno
783,fakie 540 double flip,Fakie,8,328.8,Kickflips,360 Flip / Tre,Double|540,540 double flip,https://www.youtube.com/watch?v=OpqOkM6cqno
784,nollie varial double heel,Nollie,8,332.9,Heelflips,Varial Heel,Double,varial double heel,https://www.youtube.com/watch?v=OpqOkM6cqno
785,late frontside shuv body varial,Regular,8,335.4,Shuv-its,Shuv-it,Late|Body Varial|Frontside,late frontside shuv body varial,https://www.youtube.com/watch?v=OpqOkM6cqno
786,backside 360 half impossible,Regular,8,339,Impossible,None,Half|Backside|360,backside 360 half impossible,https://www.youtube.com/watch?v=OpqOkM6cqno
787,fakie late backside bigflip,Fakie,8,344,Kickflips,Bigflip,Late|Backside,late backside bigflip,https://www.youtube.com/watch?v=OpqOkM6cqno
788,frontside 360 kickflip,Regular,8,346.4,Kickflips,Kickflip,Frontside|360,frontside 360 kickflip,https://www.youtube.com/watch?v=OpqOkM6cqno
789,nollie backside 360 kickflip,Nollie,8,348.1,Kickflips,Kickflip,Backside|360,backside 360 kickflip,https://www.youtube.com/watch?v=OpqOkM6cqno
790,nollie hard double flip,Nollie,8,350,Kickflips,Hardflip,Double,hard double flip,https://www.youtube.com/watch?v=OpqOkM6cqno
791,fakie late frontside bigspin,Fakie,8,352.2,Shuv-its,Bigspin,Late|Frontside,late frontside bigspin,https://www.youtube.com/watch?v=OpqOkM6cqno
792,nollie frontside shuv under varial heel,Nollie,8,354.4,Shuv-its,Shuv-it,Frontside|Underflip,frontside shuv under varial heel,https://www.youtube.com/watch?v=OpqOkM6cqno
793,nollie frontside shuv late shuv,Nollie,8,360.8,Shuv-its,Shuv-it,Late|Frontside,frontside shuv late shuv,https://www.youtube.com/watch?v=OpqOkM6cqno
794,switch frontside bigspin late heel,Switch,8,363,Shuv-its,Bigspin,Late|Frontside,frontside bigspin late heel,https://www.youtube.com/watch?v=OpqOkM6cqno
795,under lazer flip,Regular,8,368.1,Heelflips,None,Underflip,under lazer flip,https://www.youtube.com/watch?v=OpqOkM6cqno
796,frontside 360 shuv rewind,Regular,8,371.9,Shuv-its,Shuv-it,Rewind|Frontside|360,frontside 360 shuv rewind,https://www.youtube.com/watch?v=OpqOkM6cqno
797,fakie backside heelflip late flip,Fakie,8,373.8,Heelflips,Heelflip,Late|Backside,backside heelflip late flip,https://www.youtube.com/watch?v=OpqOkM6cqno
798,backside heelflip late flip,Regular,8,378.5,Heelflips,Heelflip,Late|Backside,backside heelflip late flip,https://www.youtube.com/watch?v=OpqOkM6cqno
799,nollie pressure 360 hardflip,Nollie,8,384.1,Kickflips,Hardflip,Pressure|360,pressure 360 hardflip,https://www.youtube.com/watch?v=OpqOkM6cqno
800,fakie impossible late varial flip,Fakie,8,388,Impossible,None,Late,impossible late varial flip,https://www.youtube.com/watch?v=OpqOkM6cqno
